,item_id,name,category,price,old_price,sellable_online,link,other_colors,designer,depth,height,width
325,60419962,JONAXEL,Bookcases & shelving units,15.0,No old price,True,https://www.ikea.com/sa/en/p/jonaxel-wire-basket-white-60419962/,Yes,IKEA of Sweden,51.0,15.0,25.0
741,49133579,IVAR,Bookcases & shelving units,365.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-1-section-bottle-racks-pine-grey-s49133579/,No,IKEA of Sweden/Sarah Fager,30.0,124.0,89.0
507,296351,SELSVIKEN,Bookcases & shelving units,60.0,No old price,True,https://www.ikea.com/sa/en/p/selsviken-drawer-front-patterned-high-gloss-brown-00296351/,Yes,IKEA of Sweden,,26.0,60.0
549,19903834,ALGOT,Bookcases & shelving units,302.0,SR 444,True,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-drying-rack-white-s19903834/,No,Francis Cayouette,61.0,197.0,132.0
752,69239607,ALGOT,Bookcases & shelving units,347.0,SR 445,True,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-rod-s69239607/,No,Francis Cayouette,41.0,197.0,132.0
198,60429471,DELAKTIG,Beds,200.0,No old price,True,https://www.ikea.com/sa/en/p/delaktig-fitting-for-headboard-60429471/,No,Tom Dixon,,,
943,19266033,HAVSTA,Cabinets & cupboards,2645.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-comb-w-sliding-glass-doors-white-s19266033/,Yes,IKEA of Sweden,37.0,134.0,283.0
755,69304754,IVAR,Bookcases & shelving units,1745.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-shelving-unit-w-tbl-cabinets-shlvs-pine-s69304754/,No,IKEA of Sweden,30.0,179.0,259.0
980,40364060,LAPPVIKEN,Cabinets & cupboards,38.5,SR 55,True,https://www.ikea.com/sa/en/p/lappviken-door-light-grey-40364060/,Yes,IKEA of Sweden,,64.0,60.0
472,40347508,ENERYDA,Bookcases & shelving units,22.0,No old price,True,https://www.ikea.com/sa/en/p/eneryda-knob-brass-colour-40347508/,Yes,Francis Cayouette,,,
722,20390574,STALLARP,Bookcases & shelving units,45.0,No old price,True,https://www.ikea.com/sa/en/p/stallarp-leg-chrome-plated-20390574/,No,Carl Öjerstam,4.0,10.0,4.0
443,80318165,IVAR,Bookcases & shelving units,49.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-shelf-pine-80318165/,No,IKEA of Sweden,50.0,,83.0
774,10357004,KALLRÖR,Bookcases & shelving units,35.0,No old price,True,https://www.ikea.com/sa/en/p/kallroer-handle-stainless-steel-10357004/,No,IKEA of Sweden,38.0,,
147,19166180,LYCKSELE MURBO,Beds,1445.0,No old price,True,https://www.ikea.com/sa/en/p/lycksele-murbo-two-seat-sofa-bed-ebbarp-black-white-s19166180/,Yes,IKEA of Sweden,100.0,87.0,142.0
605,59184441,SVALNÄS,Bookcases & shelving units,2605.0,No old price,True,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-storage-combination-bamboo-white-s59184441/,No,Jon Karlsson,35.0,176.0,297.0
814,49280042,BILLY / OXBERG,Cabinets & cupboards,315.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-doors-white-s49280042/,Yes,Gillis Lundgren,30.0,106.0,80.0
686,49017749,ALGOT,Bookcases & shelving units,474.2,SR 557,True,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-white-s49017749/,No,Francis Cayouette,41.0,87.0,190.0
566,30333842,BROR,Bookcases & shelving units,95.0,No old price,True,https://www.ikea.com/sa/en/p/bror-shelf-black-30333842/,Yes,IKEA of Sweden,54.0,,84.0
524,10218536,ALGOT,Bookcases & shelving units,20.0,No old price,True,https://www.ikea.com/sa/en/p/algot-wall-upright-white-10218536/,Yes,Francis Cayouette,,84.0,4.0
1133,59297184,EKOLSUND,Chairs,1395.0,No old price,True,https://www.ikea.com/sa/en/p/ekolsund-recliner-gunnared-light-brown-pink-s59297184/,Yes,Anna Palleschitz,94.0,97.0,85.0
362,29286417,EKET,Bookcases & shelving units,265.0,No old price,True,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-legs-dark-grey-golden-brown-s29286417/,Yes,Jon Karlsson/IKEA of Sweden,35.0,80.0,35.0
630,9278338,KALLAX,Bookcases & shelving units,1350.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-10-inserts-white-s09278338/,Yes,Tord Björklund/IKEA of Sweden,39.0,182.0,182.0
347,79017837,BILLY,Bookcases & shelving units,370.0,No old price,True,https://www.ikea.com/sa/en/p/billy-bookcase-white-s79017837/,Yes,Gillis Lundgren,28.0,202.0,160.0
204,10309616,BÅTSFJORD,Beds,30.0,SR 50/4 pack,True,https://www.ikea.com/sa/en/p/batsfjord-leg-birch-10309616/,No,Ehlén Johansson,,,
233,10411242,VITVAL,Beds,995.0,No old price,True,https://www.ikea.com/sa/en/p/vitval-loft-bed-frame-white-light-grey-10411242/,No,IKEA of Sweden,,195.0,135.0
833,69017828,BILLY / OXBERG,Cabinets & cupboards,575.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-white-s69017828/,Yes,Gillis Lundgren,30.0,202.0,80.0
747,50470512,IVAR,Bookcases & shelving units,245.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-shelf-black-50470512/,No,IKEA of Sweden,30.0,,83.0
904,59301483,BESTÅ,Cabinets & cupboards,1020.0,No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-w-glass-doors-white-sindvik-stallarp-white-clear-glass-s59301483/,Yes,Marcus Arvonen/Carl Öjerstam/IKEA of Sweden,22.0,202.0,60.0
273,263850,BILLY,Bookcases & shelving units,185.0,No old price,True,https://www.ikea.com/sa/en/p/billy-bookcase-white-00263850/,Yes,Gillis Lundgren,28.0,202.0,80.0
373,10429992,JONAXEL,Bookcases & shelving units,55.0,No old price,True,https://www.ikea.com/sa/en/p/jonaxel-frame-white-10429992/,No,IKEA of Sweden,51.0,70.0,25.0
697,50357002,KALLRÖR,Bookcases & shelving units,25.0,No old price,True,https://www.ikea.com/sa/en/p/kallroer-handle-stainless-steel-50357002/,No,IKEA of Sweden,38.0,,
361,59902658,VITTSJÖ,Bookcases & shelving units,620.0,No old price,True,https://www.ikea.com/sa/en/p/vittsjoe-storage-combination-black-brown-glass-s59902658/,No,Johan Kroon,36.0,175.0,151.0
1057,29286865,BESTÅ / EKET,Cabinets & cupboards,1578.0,No old price,True,https://www.ikea.com/sa/en/p/besta-eket-cabinet-combination-for-tv-white-light-grey-red-s29286865/,Yes,Jon Karlsson/IKEA of Sweden,42.0,210.0,300.0
299,287808,HEJNE,Bookcases & shelving units,45.0,No old price,True,https://www.ikea.com/sa/en/p/hejne-shelf-softwood-00287808/,Yes,IKEA of Sweden,28.0,,77.0
827,89279174,LIXHULT,Cabinets & cupboards,356.0,No old price,True,https://www.ikea.com/sa/en/p/lixhult-wall-mounted-cabinet-combination-white-s89279174/,No,Jon Karlsson,25.0,50.0,50.0
410,99020476,BILLY / GNEDBY,Bookcases & shelving units,940.0,No old price,True,https://www.ikea.com/sa/en/p/billy-gnedby-bookcase-black-brown-s99020476/,Yes,IKEA of Sweden/Gillis Lundgren,28.0,202.0,200.0
403,89317557,KOLBJÖRN,Bookcases & shelving units,570.0,No old price,True,https://www.ikea.com/sa/en/p/kolbjoern-shelving-unit-with-cabinet-green-s89317557/,No,IKEA of Sweden,37.0,161.0,80.0
801,99297634,JONAXEL,Bookcases & shelving units,730.0,No old price,True,https://www.ikea.com/sa/en/p/jonaxel-frame-wire-baskets-clothes-rails-s99297634/,No,IKEA of Sweden,51.0,173.0,
889,99266053,HAVSTA,Cabinets & cupboards,1900.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-w-glass-doors-dark-brown-s99266053/,Yes,IKEA of Sweden,37.0,134.0,162.0
1176,90116553,POÄNG,Chairs,179.0,No old price,True,https://www.ikea.com/sa/en/p/poaeng-childrens-armchair-birch-veneer-almas-natural-90116553/,No,Noboru Nakamura,60.0,68.0,47.0
297,79286434,EKET,Bookcases & shelving units,620.0,No old price,True,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-legs-golden-brown-s79286434/,Yes,Jon Karlsson,35.0,80.0,140.0
470,99297144,JONAXEL,Bookcases & shelving units,170.0,No old price,True,https://www.ikea.com/sa/en/p/jonaxel-frame-with-mesh-baskets-s99297144/,No,IKEA of Sweden,51.0,70.0,50.0
185,20299688,BRENNÅSEN,Beds,30.0,SR 50/4 pack,True,https://www.ikea.com/sa/en/p/brennasen-leg-black-stained-20299688/,No,Ola Wihlborg,7.0,,7.0
491,59276266,BESTÅ,Bookcases & shelving units,1380.0,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-with-drawers-grey-stained-walnut-effect-lappviken-stallarp-grey-stained-walnut-eff-clear-glass-s59276266/,Yes,Carl Öjerstam/Marcus Arvonen/IKEA of Sweden,42.0,74.0,180.0
427,9297488,JONAXEL,Bookcases & shelving units,230.0,SR 237,True,https://www.ikea.com/sa/en/p/jonaxel-frame-with-mesh-baskets-s09297488/,No,IKEA of Sweden,51.0,104.0,50.0
839,10409871,BRIMNES,Cabinets & cupboards,476.0,SR 595,True,https://www.ikea.com/sa/en/p/brimnes-glass-door-cabinet-black-10409871/,Yes,K Hagberg/M Hagberg,35.0,190.0,80.0
1127,20339420,RENBERGET,Chairs,175.0,No old price,True,https://www.ikea.com/sa/en/p/renberget-swivel-chair-bomstad-black-20339420/,No,IKEA of Sweden,65.0,,59.0
380,59182201,BILLY,Bookcases & shelving units,285.0,No old price,True,https://www.ikea.com/sa/en/p/billy-bookcase-white-s59182201/,Yes,Gillis Lundgren/IKEA of Sweden,28.0,237.0,80.0
457,49301921,BESTÅ,Bookcases & shelving units,1155.0,No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-w-glass-doors-black-brown-glassvik-stallarp-dark-red-brown-clear-glass-s49301921/,Yes,Carl Öjerstam/IKEA of Sweden,22.0,202.0,60.0
442,90294989,SKUBB,Bookcases & shelving units,49.0,No old price,True,https://www.ikea.com/sa/en/p/skubb-storage-case-white-90294989/,No,IKEA of Sweden,55.0,19.0,69.0
34,20336619,HENRIKSDAL,Bar furniture,40.0,No old price,True,https://www.ikea.com/sa/en/p/henriksdal-cover-for-bar-stool-with-backrest-graesbo-white-20336619/,No,IKEA of Sweden,,,
484,50373709,EKET,Bookcases & shelving units,79.0,No old price,True,https://www.ikea.com/sa/en/p/eket-cabinet-golden-brown-50373709/,Yes,Jon Karlsson,35.0,35.0,35.0
55,69277307,LEIRVIK,Beds,1195.0,No old price,True,https://www.ikea.com/sa/en/p/leirvik-bed-frame-white-loenset-s69277307/,Yes,IKEA of Sweden/Carina Bengs,,,188.0
584,30247378,BESTÅ,Bookcases & shelving units,125.0,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-30247378/,Yes,IKEA of Sweden,40.0,38.0,60.0
1024,39286841,BESTÅ / EKET,Cabinets & cupboards,1719.0,No old price,True,https://www.ikea.com/sa/en/p/besta-eket-cabinet-combination-for-tv-white-light-grey-dark-grey-golden-brown-s39286841/,Yes,IKEA of Sweden/Jon Karlsson,40.0,220.0,210.0
519,30294987,SKUBB,Bookcases & shelving units,49.0,No old price,True,https://www.ikea.com/sa/en/p/skubb-storage-case-black-30294987/,No,IKEA of Sweden,55.0,19.0,69.0
815,30439565,SYVDE,Cabinets & cupboards,595.0,No old price,True,https://www.ikea.com/sa/en/p/syvde-cabinet-with-glass-doors-white-30439565/,No,IKEA of Sweden,48.0,123.0,100.0
168,50393830,KURA,Beds,149.0,No old price,True,https://www.ikea.com/sa/en/p/kura-bed-tent-with-curtain-brown-50393830/,No,S Edholm/L Ullenius,,68.0,97.0
1139,20292776,MOLTE,Chairs,69.0,No old price,True,https://www.ikea.com/sa/en/p/molte-desk-chair-grey-20292776/,No,Lycke von Schantz,42.0,,40.0
585,80247371,BESTÅ,Bookcases & shelving units,225.0,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-80247371/,Yes,IKEA of Sweden,40.0,192.0,60.0
533,19282924,BESTÅ,Bookcases & shelving units,1570.0,No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-w-glass-doors-grey-stained-walnut-effect-vassviken-white-clear-glass-s19282924/,Yes,Marcus Arvonen/IKEA of Sweden,40.0,128.0,120.0
900,9301664,BESTÅ,Cabinets & cupboards,2980.0,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-black-brown-notviken-grey-green-clear-glass-s09301664/,Yes,IKEA of Sweden/Marcus Arvonen,42.0,230.0,240.0
733,60441562,TIMMERVIKEN,Bookcases & shelving units,60.0,No old price,True,https://www.ikea.com/sa/en/p/timmerviken-drawer-front-black-60441562/,No,IKEA of Sweden,,26.0,60.0
193,69302566,VITVAL,Beds,1195.0,No old price,True,https://www.ikea.com/sa/en/p/vitval-loft-bed-frame-with-desk-top-white-light-grey-s69302566/,No,IKEA of Sweden,,195.0,135.0
771,29248345,IVAR,Bookcases & shelving units,906.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-2-sections-shelves-pine-s29248345/,No,IKEA of Sweden,50.0,226.0,134.0
389,80336433,GUBBARP,Bookcases & shelving units,3.0,No old price,True,https://www.ikea.com/sa/en/p/gubbarp-knob-white-80336433/,Yes,H Preutz/A Fredriksson,27.0,,
972,40245840,BESTÅ,Cabinets & cupboards,195.0,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-white-40245840/,Yes,IKEA of Sweden,40.0,128.0,60.0
762,89323723,IVAR,Bookcases & shelving units,1980.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-shelving-unit-w-cabinets-drawers-pine-red-s89323723/,No,IKEA of Sweden,30.0,179.0,259.0
823,19279177,LIXHULT,Cabinets & cupboards,350.0,No old price,True,https://www.ikea.com/sa/en/p/lixhult-cabinet-combination-grey-s19279177/,No,Jon Karlsson,35.0,35.0,120.0
249,89149936,LYCKSELE HÅVET,Beds,1645.0,No old price,True,https://www.ikea.com/sa/en/p/lycksele-havet-two-seat-sofa-bed-vallarum-grey-s89149936/,Yes,IKEA of Sweden,100.0,87.0,142.0
17,50363649,KULLABERG,Bar furniture,140.0,SR 175,True,https://www.ikea.com/sa/en/p/kullaberg-stool-black-50363649/,Yes,Sarah Fager,36.0,,36.0
907,347510,ENERYDA,Cabinets & cupboards,22.0,No old price,True,https://www.ikea.com/sa/en/p/eneryda-knob-chrome-plated-00347510/,Yes,Francis Cayouette,,,
804,49300827,BESTÅ,Cabinets & cupboards,1850.0,No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-w-glass-doors-black-brown-selsviken-dark-red-brown-clear-glass-s49300827/,Yes,IKEA of Sweden,42.0,192.0,120.0
196,20426525,DELAKTIG,Beds,495.0,No old price,True,https://www.ikea.com/sa/en/p/delaktig-headboard-black-20426525/,No,Tom Dixon,,70.0,150.0
969,99282538,BEKANT,Cabinets & cupboards,1294.0,No old price,True,https://www.ikea.com/sa/en/p/bekant-storage-unit-on-legs-mesh-black-s99282538/,Yes,Eva Lilja Löwenhielm,45.0,101.0,61.0
922,89265902,HAVSTA,Cabinets & cupboards,1550.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-dark-brown-s89265902/,Yes,IKEA of Sweden,37.0,134.0,162.0
973,9285070,GALANT,Cabinets & cupboards,4540.0,No old price,True,https://www.ikea.com/sa/en/p/galant-storage-combination-with-drawers-black-stained-ash-veneer-s09285070/,Yes,K Malmvall/E Lilja Löwenhielm,45.0,160.0,160.0
1131,9221016,FANBYN,Chairs,295.0,No old price,True,https://www.ikea.com/sa/en/p/fanbyn-chair-with-armrests-s09221016/,No,IKEA of Sweden,,,
1129,50078464,PELLO,Chairs,195.0,No old price,True,https://www.ikea.com/sa/en/p/pello-armchair-holmby-natural-50078464/,No,IKEA of Sweden,85.0,96.0,67.0
76,89227731,SLÄKT,Beds,995.0,No old price,True,https://www.ikea.com/sa/en/p/slaekt-bed-frame-with-underbed-and-storage-white-s89227731/,No,Ebba Strandmark/IKEA of Sweden,57.0,,96.0
1003,20351515,BESTÅ,Cabinets & cupboards,75.0,No old price,True,https://www.ikea.com/sa/en/p/besta-drawer-frame-grey-stained-walnut-effect-20351515/,Yes,IKEA of Sweden,40.0,25.0,60.0
254,49253185,STUVA / FRITIDS,Beds,995.0,No old price,True,https://www.ikea.com/sa/en/p/stuva-fritids-cot-with-drawers-red-s49253185/,No,Ebba Strandmark,,86.0,66.0
449,450352,IVAR,Bookcases & shelving units,345.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-cabinet-with-doors-red-00450352/,No,IKEA of Sweden,30.0,83.0,80.0
1163,49228474,FANBYN,Chairs,275.0,No old price,True,https://www.ikea.com/sa/en/p/fanbyn-chair-s49228474/,No,IKEA of Sweden,,,
999,49298594,BESTÅ,Cabinets & cupboards,990.0,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-selsviken-high-gloss-dark-red-brown-s49298594/,Yes,IKEA of Sweden,42.0,39.0,180.0
385,29287389,BILLY / OXBERG,Bookcases & shelving units,290.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-door-brown-ash-veneer-s29287389/,Yes,K Hagberg/M Hagberg/Gillis Lundgren,30.0,106.0,40.0
321,70302283,BRUSALI,Bookcases & shelving units,237.0,SR 395,True,https://www.ikea.com/sa/en/p/brusali-bookcase-brown-70302283/,No,IKEA of Sweden,33.0,190.0,67.0
811,40383737,LOMMARP,Cabinets & cupboards,1116.0,"SR 1,395",True,https://www.ikea.com/sa/en/p/lommarp-cabinet-with-glass-doors-dark-blue-green-40383737/,No,Francis Cayouette,49.0,199.0,86.0
653,50334303,BILLSBRO,Bookcases & shelving units,25.0,No old price,True,https://www.ikea.com/sa/en/p/billsbro-handle-white-50334303/,No,H Preutz/A Fredriksson,,,
629,90291698,LAXVIKEN,Bookcases & shelving units,175.0,No old price,True,https://www.ikea.com/sa/en/p/laxviken-door-white-90291698/,No,IKEA of Sweden,,64.0,60.0
499,80294503,BESTÅ,Bookcases & shelving units,375.0,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-white-80294503/,Yes,IKEA of Sweden,40.0,38.0,120.0
1195,49252119,HATTEFJÄLL,Chairs,1295.0,"SR 1,300",True,https://www.ikea.com/sa/en/p/hattefjaell-office-chair-with-armrests-gunnared-beige-white-s49252119/,Yes,Monika Mulder,68.0,110.0,68.0
409,99902661,VITTSJÖ,Bookcases & shelving units,609.0,No old price,True,https://www.ikea.com/sa/en/p/vittsjoe-shelving-unit-with-laptop-table-black-brown-glass-s99902661/,No,Johan Kroon,36.0,,202.0
52,69326609,SLÄKT,Beds,540.0,No old price,False,https://www.ikea.com/sa/en/p/slaekt-ext-bed-frame-with-slatted-bed-base-white-birch-s69326609/,No,IKEA of Sweden/Ebba Strandmark,,,91.0
661,80291632,SELSVIKEN,Bookcases & shelving units,150.0,No old price,True,https://www.ikea.com/sa/en/p/selsviken-door-high-gloss-white-80291632/,Yes,IKEA of Sweden,,64.0,60.0
1034,70323600,BILLSBRO,Cabinets & cupboards,19.0,No old price,True,https://www.ikea.com/sa/en/p/billsbro-handle-stainless-steel-colour-70323600/,No,H Preutz/A Fredriksson,,,
662,90347515,ENERYDA,Bookcases & shelving units,35.0,No old price,True,https://www.ikea.com/sa/en/p/eneryda-cup-handle-brass-colour-90347515/,Yes,Francis Cayouette,30.0,,22.0
388,89302971,BESTÅ,Bookcases & shelving units,2470.0,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-grey-stained-walnut-effect-lappviken-notviken-stubbarp-grey-green-s89302971/,Yes,IKEA of Sweden,42.0,230.0,240.0
252,39180566,STUVA / FÖLJA,Beds,985.0,No old price,True,https://www.ikea.com/sa/en/p/stuva-foelja-cot-with-drawers-white-s39180566/,No,Ebba Strandmark,,86.0,66.0
1035,10364523,KALLVIKEN,Cabinets & cupboards,170.0,No old price,True,https://www.ikea.com/sa/en/p/kallviken-door-dark-grey-concrete-effect-10364523/,No,IKEA of Sweden,,64.0,60.0
1060,30320726,IDÅSEN,Cabinets & cupboards,1250.0,No old price,True,https://www.ikea.com/sa/en/p/idasen-cabinet-with-doors-and-drawers-beige-30320726/,Yes,Jon Karlsson,47.0,119.0,80.0
1188,211088,STEFAN,Chairs,85.0,No old price,True,https://www.ikea.com/sa/en/p/stefan-chair-brown-black-00211088/,No,IKEA of Sweden,49.0,90.0,42.0
340,69281776,BILLY,Bookcases & shelving units,585.0,No old price,True,https://www.ikea.com/sa/en/p/billy-bookcase-with-panel-glass-doors-white-s69281776/,Yes,Gillis Lundgren,30.0,202.0,80.0
710,50370353,MOSSARYD,Bookcases & shelving units,29.0,No old price,True,https://www.ikea.com/sa/en/p/mossaryd-drop-handle-black-50370353/,No,Francis Cayouette,18.0,,
860,90421911,BRYGGJA,Cabinets & cupboards,597.0,SR 995,True,https://www.ikea.com/sa/en/p/bryggja-storage-unit-dark-grey-90421911/,No,Ola Wihlborg,43.0,173.0,120.0
704,10273090,MÖLLARP,Bookcases & shelving units,12.0,No old price,True,https://www.ikea.com/sa/en/p/moellarp-knob-black-10273090/,No,K Hagberg/M Hagberg,25.0,,
723,30357003,KALLRÖR,Bookcases & shelving units,45.0,No old price,True,https://www.ikea.com/sa/en/p/kallroer-handle-stainless-steel-30357003/,No,IKEA of Sweden,38.0,,
830,302291,BRUSALI,Cabinets & cupboards,375.0,No old price,True,https://www.ikea.com/sa/en/p/brusali-cabinet-with-doors-brown-00302291/,No,IKEA of Sweden,48.0,93.0,80.0
529,40348715,BESTÅ,Bookcases & shelving units,25.0,No old price,True,https://www.ikea.com/sa/en/p/besta-drawer-runner-soft-closing-40348715/,No,IKEA of Sweden,,,
530,80322855,BERGHALLA,Bookcases & shelving units,22.0,No old price,True,https://www.ikea.com/sa/en/p/berghalla-handle-white-80322855/,Yes,H Preutz/A Fredriksson,32.0,,9.0
1191,30115066,NISSE,Chairs,49.0,No old price,True,https://www.ikea.com/sa/en/p/nisse-folding-chair-black-30115066/,No,IKEA of Sweden,47.0,76.0,45.0
1019,80295300,BESTÅ,Cabinets & cupboards,100.0,No old price,True,https://www.ikea.com/sa/en/p/besta-top-panel-for-tv-glass-black-80295300/,Yes,IKEA of Sweden,40.0,,120.0
618,50342478,HACKÅS,Bookcases & shelving units,50.0,No old price,False,https://www.ikea.com/sa/en/p/hackas-handle-anthracite-50342478/,No,J Löfgren/J Pettersson,18.0,,24.0
57,89931560,HEMNES,Beds,675.0,SR 895,True,https://www.ikea.com/sa/en/p/hemnes-bed-frame-white-stain-s89931560/,Yes,IKEA of Sweden/Carina Bengs,,,154.0
896,69301717,BESTÅ,Cabinets & cupboards,1305.0,No old price,True,https://www.ikea.com/sa/en/p/besta-wall-mounted-cabinet-combination-black-brown-riksviken-light-bronze-effect-s69301717/,Yes,IKEA of Sweden,42.0,64.0,180.0
1171,40423578,VEDBO,Chairs,975.0,No old price,True,https://www.ikea.com/sa/en/p/vedbo-armchair-gunnared-light-brown-pink-40423578/,Yes,Francis Cayouette,65.0,75.0,73.0
494,30269129,BESTÅ BURS,Bookcases & shelving units,1195.0,No old price,True,https://www.ikea.com/sa/en/p/besta-burs-tv-bench-high-gloss-white-30269129/,No,Mikael Warnhammar,41.0,49.0,180.0
1079,79330639,BESTÅ,Cabinets & cupboards,1350.0,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-white-hanviken-white-clear-glass-s79330639/,Yes,Marcus Arvonen/IKEA of Sweden,42.0,129.0,240.0
109,30248537,SNIGLAR,Beds,295.0,No old price,True,https://www.ikea.com/sa/en/p/sniglar-cot-beech-30248537/,No,IKEA of Sweden,,80.0,66.0
458,99286862,BESTÅ / EKET,Bookcases & shelving units,1578.0,No old price,True,https://www.ikea.com/sa/en/p/besta-eket-cabinet-combination-for-tv-white-light-grey-dark-grey-s99286862/,Yes,IKEA of Sweden/Jon Karlsson,42.0,210.0,300.0
1018,70444348,SELSVIKEN,Cabinets & cupboards,60.0,No old price,True,https://www.ikea.com/sa/en/p/selsviken-drawer-front-high-gloss-dark-red-brown-70444348/,Yes,IKEA of Sweden,,26.0,60.0
516,40364060,LAPPVIKEN,Bookcases & shelving units,38.5,SR 55,True,https://www.ikea.com/sa/en/p/lappviken-door-light-grey-40364060/,Yes,IKEA of Sweden,,64.0,60.0
86,90354327,HAMMARN,Beds,399.0,No old price,True,https://www.ikea.com/sa/en/p/hammarn-sofa-bed-knisa-dark-grey-black-90354327/,No,Jonas Hultqvist,85.0,78.0,128.0
1032,90226797,UPPLEVA,Cabinets & cupboards,145.0,No old price,True,https://www.ikea.com/sa/en/p/uppleva-wall-bracket-for-tv-fixed-90226797/,No,IKEA of Sweden,,,
937,20347514,ENERYDA,Cabinets & cupboards,35.0,No old price,True,https://www.ikea.com/sa/en/p/eneryda-handle-brass-colour-20347514/,Yes,Francis Cayouette,30.0,,17.0
773,423721,KALLAX,Bookcases & shelving units,100.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-insert-with-mirror-door-00423721/,No,IKEA of Sweden,38.0,33.0,33.0
562,9248351,IVAR,Bookcases & shelving units,592.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-2-sections-shelves-pine-s09248351/,No,IKEA of Sweden,50.0,124.0,174.0
1142,10233532,NOLMYRA,Chairs,175.0,No old price,True,https://www.ikea.com/sa/en/p/nolmyra-easy-chair-birch-veneer-grey-10233532/,Yes,Jooyeon Lee,75.0,75.0,64.0
390,50218563,ALGOT,Bookcases & shelving units,6.0,SR 10,True,https://www.ikea.com/sa/en/p/algot-rod-for-brackets-white-50218563/,No,Francis Cayouette,,,60.0
309,19286390,EKET,Bookcases & shelving units,400.0,No old price,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-storage-combination-light-grey-dark-grey-red-s19286390/,Yes,Jon Karlsson/IKEA of Sweden,25.0,175.0,70.0
652,20273141,HISHULT,Bookcases & shelving units,17.0,No old price,True,https://www.ikea.com/sa/en/p/hishult-knob-porcelain-white-20273141/,Yes,K Hagberg/M Hagberg,24.0,,
537,408297,BOTTNA,Bookcases & shelving units,45.0,No old price,True,https://www.ikea.com/sa/en/p/bottna-display-shelf-light-beige-00408297/,No,K Hagberg/M Hagberg,,32.0,36.0
102,79129986,GJÖRA,Beds,1640.0,No old price,True,https://www.ikea.com/sa/en/p/gjoera-bed-frame-birch-leirsund-s79129986/,Yes,Monika Mulder/IKEA of Sweden,,,154.0
238,19299726,VIMLE,Beds,7765.0,No old price,True,https://www.ikea.com/sa/en/p/vimle-corner-sofa-bed-5-seat-with-chaise-longue-dalstorp-multicolour-s19299726/,Yes,Ehlén Johansson/IKEA of Sweden,98.0,83.0,349.0
558,348717,BESTÅ,Bookcases & shelving units,25.0,No old price,True,https://www.ikea.com/sa/en/p/besta-drawer-runner-push-open-00348717/,No,IKEA of Sweden,,,
670,50334317,BILLSBRO,Bookcases & shelving units,45.0,No old price,True,https://www.ikea.com/sa/en/p/billsbro-handle-white-50334317/,Yes,H Preutz/A Fredriksson,,,
909,49061228,BESTÅ,Cabinets & cupboards,510.0,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-s49061228/,Yes,IKEA of Sweden,40.0,48.0,120.0
535,99217755,BILLY / OXBERG,Bookcases & shelving units,995.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-black-brown-s99217755/,Yes,Gillis Lundgren/IKEA of Sweden,30.0,237.0,80.0
293,50279066,LIATORP,Bookcases & shelving units,450.0,No old price,True,https://www.ikea.com/sa/en/p/liatorp-panel-glass-door-white-50279066/,No,Carina Bengs,,198.0,44.0
