,item_id,name,category,price,old_price,sellable_online,link,other_colors,designer,depth,height,width
857,50328665,LIXHULT,Cabinets & cupboards,89.0,No old price,True,https://www.ikea.com/sa/en/p/lixhult-cabinet-metal-white-50328665/,Yes,Jon Karlsson,25.0,25.0,25.0
466,19266603,BESTÅ,Bookcases & shelving units,910.0,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-bench-with-doors-grey-stained-walnut-effect-vassviken-stubbarp-white-s19266603/,Yes,IKEA of Sweden,42.0,74.0,120.0
408,9184448,SVALNÄS,Bookcases & shelving units,620.0,No old price,True,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-workspace-combination-bamboo-s09184448/,No,Jon Karlsson,35.0,176.0,86.0
982,20273141,HISHULT,Cabinets & cupboards,17.0,No old price,True,https://www.ikea.com/sa/en/p/hishult-knob-porcelain-white-20273141/,Yes,K Hagberg/M Hagberg,24.0,,
62,39019701,ASKVOLL,Beds,445.0,No old price,True,https://www.ikea.com/sa/en/p/askvoll-bed-frame-white-s39019701/,Yes,IKEA of Sweden/K Hagberg/M Hagberg,,,147.0
1078,59336374,EKET,Cabinets & cupboards,139.0,No old price,True,https://www.ikea.com/sa/en/p/eket-wall-cabinet-with-glass-door-white-s59336374/,Yes,IKEA of Sweden/Jon Karlsson,35.0,35.0,35.0
1154,70261150,MARKUS,Chairs,795.0,No old price,True,https://www.ikea.com/sa/en/p/markus-office-chair-vissle-dark-grey-70261150/,No,Henrik Preutz,60.0,,62.0
175,20247982,SVÄRTA,Beds,875.0,No old price,True,https://www.ikea.com/sa/en/p/svaerta-loft-bed-frame-silver-colour-20247982/,No,Tord Björklund,,186.0,97.0
277,19222299,KALLAX,Bookcases & shelving units,450.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-desk-combination-white-stained-oak-effect-white-s19222299/,Yes,IKEA of Sweden/Tord Björklund,159.0,147.0,77.0
381,79301788,BESTÅ,Bookcases & shelving units,1820.0,No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-w-doors-drawers-black-brown-hanviken-stubbarp-black-brown-clear-glass-s79301788/,Yes,Marcus Arvonen/IKEA of Sweden,42.0,240.0,120.0
1109,10422504,RÖNNINGE,Café furniture,345.0,No old price,True,https://www.ikea.com/sa/en/p/roenninge-chair-birch-10422504/,Yes,Maja Ganszyniec,49.0,79.0,46.0
292,40277143,GNEDBY,Bookcases & shelving units,125.0,No old price,True,https://www.ikea.com/sa/en/p/gnedby-shelving-unit-white-40277143/,Yes,IKEA of Sweden,17.0,202.0,20.0
370,99017445,KALLAX,Bookcases & shelving units,350.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-doors-black-brown-s99017445/,Yes,Tord Björklund,39.0,147.0,77.0
953,79265950,HAVSTA,Cabinets & cupboards,1950.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-w-glass-doors-dark-brown-s79265950/,Yes,IKEA of Sweden,37.0,134.0,162.0
892,9290123,EKET,Cabinets & cupboards,356.0,No old price,True,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-dark-grey-golden-brown-s09290123/,Yes,Jon Karlsson/IKEA of Sweden,35.0,107.0,35.0
1116,49259743,SVENBERTIL,Café furniture,275.0,No old price,True,https://www.ikea.com/sa/en/p/svenbertil-chair-with-armrests-white-dietmar-white-s49259743/,Yes,Mia Lagerman,50.0,84.0,53.0
970,30388636,HAVSTA,Cabinets & cupboards,895.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-glass-door-cabinet-white-30388636/,Yes,IKEA of Sweden,35.0,123.0,81.0
568,69248348,IVAR,Bookcases & shelving units,350.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-2-sections-shelves-pine-s69248348/,No,IKEA of Sweden,30.0,124.0,174.0
3,80155205,STIG,Bar furniture,69.0,No old price,True,https://www.ikea.com/sa/en/p/stig-bar-stool-with-backrest-black-silver-colour-80155205/,Yes,Henrik Preutz,50.0,100.0,60.0
712,89283005,BROR,Bookcases & shelving units,670.0,No old price,True,https://www.ikea.com/sa/en/p/bror-shelving-unit-with-cabinets-black-s89283005/,No,IKEA of Sweden,40.0,110.0,85.0
563,9305068,BESTÅ,Bookcases & shelving units,1390.0,No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-white-kallviken-stubbarp-concrete-effect-s09305068/,Yes,IKEA of Sweden,42.0,202.0,120.0
829,359739,ROTHULT,Cabinets & cupboards,95.0,No old price,True,https://www.ikea.com/sa/en/p/rothult-smart-lock-white-00359739/,No,IKEA of Sweden,,7.0,3.0
234,19285588,VIMLE,Beds,3355.0,No old price,True,https://www.ikea.com/sa/en/p/vimle-2-seat-sofa-bed-gunnared-medium-grey-s19285588/,Yes,IKEA of Sweden/Ehlén Johansson,98.0,83.0,190.0
746,49302874,IVAR,Bookcases & shelving units,453.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-shelving-unit-w-shelves-rails-cover-s49302874/,No,IKEA of Sweden,50.0,179.0,89.0
474,39231603,BESTÅ,Bookcases & shelving units,795.0,No old price,True,https://www.ikea.com/sa/en/p/besta-wall-mounted-cabinet-combination-black-brown-lappviken-black-brown-s39231603/,Yes,IKEA of Sweden,42.0,64.0,180.0
784,30441554,TIMMERVIKEN,Bookcases & shelving units,115.0,No old price,True,https://www.ikea.com/sa/en/p/timmerviken-door-black-30441554/,No,IKEA of Sweden,,64.0,60.0
787,49294548,VITTSJÖ,Bookcases & shelving units,1035.0,No old price,True,https://www.ikea.com/sa/en/p/vittsjoe-storage-combination-black-brown-glass-s49294548/,No,Johan Kroon,36.0,175.0,300.0
772,70441566,RIKSVIKEN,Bookcases & shelving units,225.0,No old price,True,https://www.ikea.com/sa/en/p/riksviken-door-light-bronze-effect-70441566/,No,IKEA of Sweden,,64.0,60.0
368,9294526,VITTSJÖ,Bookcases & shelving units,490.0,No old price,True,https://www.ikea.com/sa/en/p/vittsjoe-storage-combination-black-brown-glass-s09294526/,No,Johan Kroon,36.0,93.0,200.0
453,20218545,ALGOT,Bookcases & shelving units,9.0,SR 15,True,https://www.ikea.com/sa/en/p/algot-bracket-white-20218545/,Yes,Francis Cayouette,38.0,,2.0
863,89161508,LIXHULT,Cabinets & cupboards,178.0,No old price,True,https://www.ikea.com/sa/en/p/lixhult-storage-combination-white-white-s89161508/,Yes,Jon Karlsson,25.0,50.0,25.0
156,39279280,FYRESDAL,Beds,1139.0,No old price,True,https://www.ikea.com/sa/en/p/fyresdal-day-bed-with-2-mattresses-black-moshult-firm-s39279280/,Yes,K Hagberg/M Hagberg/IKEA of Sweden,,94.0,88.0
332,9017826,BILLY,Bookcases & shelving units,345.0,No old price,True,https://www.ikea.com/sa/en/p/billy-bookcase-white-s09017826/,Yes,Gillis Lundgren,28.0,106.0,240.0
1088,20330599,UPPLEVA,Cabinets & cupboards,199.0,No old price,True,https://www.ikea.com/sa/en/p/uppleva-bracket-for-tv-swivel-light-grey-20330599/,No,IKEA of Sweden,,,
758,70394471,BOTTNA,Bookcases & shelving units,65.0,No old price,True,https://www.ikea.com/sa/en/p/bottna-display-shelf-light-beige-70394471/,No,K Hagberg/M Hagberg,,32.0,76.0
740,39292026,BILLY / MORLIDEN,Bookcases & shelving units,595.0,No old price,True,https://www.ikea.com/sa/en/p/billy-morliden-bookcase-with-glass-doors-brown-ash-veneer-glass-s39292026/,Yes,Gillis Lundgren/IKEA of Sweden,30.0,202.0,80.0
304,90344456,VILTO,Bookcases & shelving units,275.0,No old price,True,https://www.ikea.com/sa/en/p/vilto-shelving-unit-birch-90344456/,No,Maja Ganszyniec,26.0,150.0,46.0
229,59277652,VALLENTUNA,Beds,2932.0,"SR 3,665",True,https://www.ikea.com/sa/en/p/vallentuna-2-seat-modular-sofa-with-sofa-bed-and-storage-hillared-light-blue-s59277652/,Yes,IKEA of Sweden/Fredriksson/L Löwenhielm/Hilland,113.0,84.0,186.0
887,89161631,LIXHULT,Cabinets & cupboards,508.0,No old price,True,https://www.ikea.com/sa/en/p/lixhult-storage-combination-grey-white-orange-red-s89161631/,No,Jon Karlsson,35.0,70.0,95.0
751,69017833,BILLY / MORLIDEN,Bookcases & shelving units,1770.0,No old price,True,https://www.ikea.com/sa/en/p/billy-morliden-bookcase-white-s69017833/,Yes,IKEA of Sweden/Gillis Lundgren,30.0,237.0,160.0
726,79184435,SVALNÄS,Bookcases & shelving units,410.0,No old price,True,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-shelf-combination-bamboo-s79184435/,No,Jon Karlsson,25.0,176.0,66.0
1179,39201026,POÄNG,Chairs,790.0,No old price,True,https://www.ikea.com/sa/en/p/poaeng-rocking-chair-birch-veneer-hillared-anthracite-s39201026/,Yes,Noboru Nakamura,94.0,95.0,68.0
393,69208026,BESTÅ,Bookcases & shelving units,1725.0,No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-black-brown-lappviken-sindvik-black-brown-clear-glass-s69208026/,Yes,IKEA of Sweden/Marcus Arvonen,42.0,112.0,180.0
615,80261258,BESTÅ,Bookcases & shelving units,25.0,No old price,True,https://www.ikea.com/sa/en/p/besta-soft-closing-push-open-hinge-80261258/,No,IKEA of Sweden,,,
822,79302721,BESTÅ,Cabinets & cupboards,920.0,No old price,True,https://www.ikea.com/sa/en/p/besta-storage-combination-with-doors-black-brown-riksviken-nannarp-light-bronze-effect-s79302721/,Yes,IKEA of Sweden/Carl Öjerstam,42.0,74.0,120.0
993,69265984,HAVSTA,Cabinets & cupboards,1540.0,No old price,True,https://www.ikea.com/sa/en/p/havsta-storage-combination-with-doors-dark-brown-s69265984/,Yes,IKEA of Sweden,47.0,212.0,81.0
435,90419965,JONAXEL,Bookcases & shelving units,20.0,SR 22,True,https://www.ikea.com/sa/en/p/jonaxel-mesh-basket-white-90419965/,No,IKEA of Sweden,51.0,15.0,25.0
1175,60441779,ÖRFJÄLL,Chairs,195.0,No old price,True,https://www.ikea.com/sa/en/p/oerfjaell-childrens-desk-chair-white-vissle-blue-green-60441779/,No,S Holmbäck/U Nordentoft,53.0,,53.0
350,39903791,ALGOT,Bookcases & shelving units,196.0,SR 232,True,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-white-s39903791/,No,Francis Cayouette,41.0,85.0,86.0
663,40348895,ÖSTERNÄS,Bookcases & shelving units,70.0,No old price,True,https://www.ikea.com/sa/en/p/oesternaes-leather-handle-tanned-leather-40348895/,No,H Preutz/A Fredriksson,,,25.0
190,29277639,LIDHULT,Beds,9585.0,No old price,True,https://www.ikea.com/sa/en/p/lidhult-corner-sofa-bed-6-seat-with-chaise-longue-lejde-red-brown-red-brown-s29277639/,Yes,Henrik Preutz/IKEA of Sweden,164.0,102.0,387.0
1121,49011766,MELLTORP / ADDE,Chairs,179.0,SR 205,True,https://www.ikea.com/sa/en/p/melltorp-adde-table-and-2-chairs-white-s49011766/,No,Lisa Norinder/Marcus Arvonen,,72.0,75.0
316,39287398,BILLY / OXBERG,Bookcases & shelving units,340.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-glass-door-white-glass-s39287398/,Yes,IKEA of Sweden,30.0,202.0,40.0
448,89297130,JONAXEL,Bookcases & shelving units,115.0,No old price,True,https://www.ikea.com/sa/en/p/jonaxel-frame-with-wire-baskets-s89297130/,No,IKEA of Sweden,51.0,70.0,25.0
404,39311765,ALGOT,Bookcases & shelving units,529.0,SR 655,True,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-white-s39311765/,No,Francis Cayouette,41.0,197.0,176.0
359,19046442,LIATORP,Bookcases & shelving units,4335.0,No old price,True,https://www.ikea.com/sa/en/p/liatorp-storage-combination-with-doors-white-s19046442/,No,Carina Bengs,38.0,214.0,276.0
1015,9192518,BESTÅ,Cabinets & cupboards,2710.0,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-lappviken-sindvik-black-brown-clear-glass-s09192518/,Yes,IKEA of Sweden/Marcus Arvonen,40.0,230.0,240.0
518,79189150,EKET,Bookcases & shelving units,1044.0,No old price,True,https://www.ikea.com/sa/en/p/eket-wall-mounted-cabinet-combination-dark-grey-s79189150/,Yes,IKEA of Sweden/Jon Karlsson,35.0,210.0,175.0
44,30135658,GLENN,Bar furniture,445.0,No old price,True,https://www.ikea.com/sa/en/p/glenn-bar-stool-white-chrome-plated-30135658/,Yes,Marcus Arvonen,52.0,100.0,50.0
296,319135,IVAR,Bookcases & shelving units,570.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-storage-unit-with-foldable-table-pine-00319135/,No,IKEA of Sweden,30.0,155.0,80.0
551,29277352,ALGOT,Bookcases & shelving units,183.6,SR 266,True,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-s29277352/,No,Francis Cayouette,,197.0,66.0
428,29281783,BILLY / OXBERG,Bookcases & shelving units,1255.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-panel-glass-doors-brown-ash-veneer-glass-s29281783/,Yes,K Hagberg/M Hagberg/Gillis Lundgren,30.0,202.0,120.0
764,90443625,NOTVIKEN,Bookcases & shelving units,115.0,No old price,True,https://www.ikea.com/sa/en/p/notviken-door-blue-90443625/,Yes,IKEA of Sweden,,64.0,60.0
542,39291748,HYLLIS,Bookcases & shelving units,186.0,No old price,True,https://www.ikea.com/sa/en/p/hyllis-shelving-units-with-covers-transparent-s39291748/,No,IKEA of Sweden,27.0,,180.0
640,19297685,JONAXEL,Bookcases & shelving units,990.0,"SR 1,098",True,https://www.ikea.com/sa/en/p/jonaxel-frame-mesh-baskets-shelving-units-s19297685/,No,IKEA of Sweden,51.0,173.0,148.0
302,29281066,BILLY / OXBERG,Bookcases & shelving units,385.0,No old price,True,https://www.ikea.com/sa/en/p/billy-oxberg-bookcase-with-doors-white-s29281066/,Yes,Gillis Lundgren,30.0,202.0,80.0
837,89248205,IVAR,Cabinets & cupboards,440.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-cabinet-with-doors-pine-white-s89248205/,No,Sarah Fager/IKEA of Sweden,30.0,124.0,89.0
737,19276414,ALGOT / SKÅDIS,Bookcases & shelving units,598.0,SR 776,True,https://www.ikea.com/sa/en/p/algot-skadis-wall-upright-shelves-rod-s19276414/,No,IKEA of Sweden,41.0,199.0,132.0
1107,60246080,JANINGE,Café furniture,180.0,SR 225,True,https://www.ikea.com/sa/en/p/janinge-chair-yellow-60246080/,No,John/Jonas/Petrus/Paul/Caroline,46.0,76.0,50.0
318,99291745,HYLLIS,Bookcases & shelving units,84.0,No old price,True,https://www.ikea.com/sa/en/p/hyllis-shelving-unit-with-cover-transparent-s99291745/,No,IKEA of Sweden,27.0,140.0,60.0
467,29248208,IVAR,Bookcases & shelving units,2275.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-4-sections-shelves-cabinet-pine-white-s29248208/,No,Sarah Fager/IKEA of Sweden,30.0,226.0,344.0
978,69017833,BILLY / MORLIDEN,Cabinets & cupboards,1770.0,No old price,True,https://www.ikea.com/sa/en/p/billy-morliden-bookcase-white-s69017833/,Yes,IKEA of Sweden/Gillis Lundgren,30.0,237.0,160.0
286,59278307,KALLAX,Bookcases & shelving units,500.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-4-inserts-white-s59278307/,Yes,Tord Björklund,39.0,147.0,77.0
1147,50341025,KARLJAN,Chairs,125.0,No old price,True,https://www.ikea.com/sa/en/p/karljan-chair-dark-grey-kabusa-dark-grey-50341025/,No,Francis Cayouette,55.0,81.0,49.0
36,80369112,NORDVIKEN,Bar furniture,275.0,No old price,False,https://www.ikea.com/sa/en/p/nordviken-bar-stool-with-backrest-black-80369112/,No,Francis Cayouette,47.0,101.0,40.0
1184,19304006,NILSOVE / NORNA,Chairs,424.0,No old price,True,https://www.ikea.com/sa/en/p/nilsove-norna-chair-with-chair-pad-rattan-white-laila-natural-s19304006/,No,A Fredriksson/J Hultqvist/W Chong,57.0,82.0,57.0
136,10453086,PLATSA,Beds,1195.0,No old price,True,https://www.ikea.com/sa/en/p/platsa-bed-frame-with-storage-white-10453086/,No,IKEA of Sweden,40.0,43.0,140.0
237,9278569,GRÖNLID,Beds,6110.0,No old price,True,https://www.ikea.com/sa/en/p/groenlid-corner-sofa-bed-4-seat-with-open-end-sporda-natural-s09278569/,Yes,Ehlén Johansson/Francis Cayouette/IKEA of Sweden,98.0,104.0,235.0
880,29286573,EKET,Cabinets & cupboards,1248.0,"SR 1,307",True,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-white-white-stained-oak-effect-s29286573/,Yes,Jon Karlsson/IKEA of Sweden,35.0,212.0,70.0
111,60372276,HEMNES,Beds,1495.0,No old price,True,https://www.ikea.com/sa/en/p/hemnes-day-bed-frame-with-3-drawers-grey-60372276/,No,Carina Bengs,70.0,18.0,89.0
339,90311069,OBSERVATÖR,Bookcases & shelving units,15.0,No old price,True,https://www.ikea.com/sa/en/p/observatoer-clip-on-basket-white-90311069/,No,Henrik Preutz,,18.0,30.0
757,70470511,IVAR,Bookcases & shelving units,145.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-side-unit-black-70470511/,No,IKEA of Sweden,,179.0,30.0
966,10351511,BESTÅ,Cabinets & cupboards,60.0,No old price,True,https://www.ikea.com/sa/en/p/besta-drawer-frame-grey-stained-walnut-effect-10351511/,Yes,IKEA of Sweden,40.0,15.0,60.0
680,29275715,BROR,Bookcases & shelving units,2150.0,No old price,True,https://www.ikea.com/sa/en/p/bror-storage-w-shelves-cabinet-trolley-s29275715/,No,IKEA of Sweden,,,
794,79303495,IVAR,Bookcases & shelving units,910.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-shelving-unit-w-cabinets-drawers-pine-red-s79303495/,No,IKEA of Sweden,30.0,179.0,134.0
724,40247368,BESTÅ,Bookcases & shelving units,195.0,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-grey-stained-walnut-effect-40247368/,Yes,IKEA of Sweden,40.0,128.0,60.0
845,79276388,LIXHULT,Cabinets & cupboards,409.0,No old price,True,https://www.ikea.com/sa/en/p/lixhult-storage-combination-grey-white-dark-blue-s79276388/,No,Jon Karlsson,35.0,60.0,95.0
433,50046152,HEDRA,Bookcases & shelving units,9.0,No old price,True,https://www.ikea.com/sa/en/p/hedra-knob-anthracite-50046152/,No,IKEA of Sweden,27.0,,
207,70248564,SUNDVIK,Beds,695.0,No old price,True,https://www.ikea.com/sa/en/p/sundvik-cot-grey-brown-70248564/,No,IKEA of Sweden,,85.0,67.0
327,20409936,KALLAX,Bookcases & shelving units,395.0,No old price,True,https://www.ikea.com/sa/en/p/kallax-shelving-unit-black-brown-20409936/,Yes,IKEA of Sweden,39.0,147.0,112.0
599,59287340,BILLY,Bookcases & shelving units,1085.0,No old price,True,https://www.ikea.com/sa/en/p/billy-bookcase-w-hght-ext-ut-pnl-glss-drs-brown-ash-veneer-s59287340/,Yes,Gillis Lundgren/IKEA of Sweden/K Hagberg/M Hagberg,30.0,237.0,80.0
65,29179554,RAMSTA,Beds,445.0,No old price,True,https://www.ikea.com/sa/en/p/ramsta-day-bed-frame-with-slatted-bed-base-white-s29179554/,No,IKEA of Sweden,,80.0,97.0
392,19306185,JONAXEL,Bookcases & shelving units,160.0,No old price,True,https://www.ikea.com/sa/en/p/jonaxel-frame-with-mesh-baskets-castors-s19306185/,No,IKEA of Sweden,51.0,73.0,25.0
711,80340048,EKET,Bookcases & shelving units,20.0,No old price,True,https://www.ikea.com/sa/en/p/eket-suspension-rail-80340048/,No,IKEA of Sweden,1.0,4.0,63.0
742,40206476,GALANT,Bookcases & shelving units,395.0,No old price,True,https://www.ikea.com/sa/en/p/galant-add-on-unit-white-40206476/,Yes,K Malmvall/E Lilja Löwenhielm,40.0,80.0,80.0
1193,30449748,ANTILOP,Chairs,16.0,SR 20,True,https://www.ikea.com/sa/en/p/antilop-supporting-cushion-white-30449748/,No,S Edholm/L Ullenius,,,
1159,60416925,KYRRE,Chairs,60.0,SR 75,True,https://www.ikea.com/sa/en/p/kyrre-stool-birch-60416925/,No,C Styrbjörn/M Axelsson,48.0,45.0,42.0
189,9306435,NYHAMN,Beds,1445.0,No old price,True,https://www.ikea.com/sa/en/p/nyhamn-3-seat-sofa-bed-with-pocket-spring-mattress-skiftebo-yellow-s09306435/,Yes,IKEA of Sweden/L Hilland/Lisa Hilland,97.0,90.0,200.0
905,79248748,LIXHULT,Cabinets & cupboards,363.0,No old price,True,https://www.ikea.com/sa/en/p/lixhult-storage-combination-grey-dark-green-pink-s79248748/,Yes,Jon Karlsson,35.0,70.0,60.0
877,242278,FABRIKÖR,Cabinets & cupboards,676.0,SR 845,True,https://www.ikea.com/sa/en/p/fabrikoer-glass-door-cabinet-dark-grey-00242278/,Yes,Nike Karlsson,47.0,150.0,57.0
151,102065,LYCKSELE LÖVÅS,Beds,495.0,No old price,True,https://www.ikea.com/sa/en/p/lycksele-loevas-mattress-00102065/,No,IKEA of Sweden,,,
614,20291630,SELSVIKEN,Bookcases & shelving units,125.0,No old price,True,https://www.ikea.com/sa/en/p/selsviken-door-drawer-front-high-gloss-white-20291630/,Yes,IKEA of Sweden,,38.0,60.0
29,99323925,STENSELE,Bar furniture,550.0,No old price,True,https://www.ikea.com/sa/en/p/stensele-bar-table-anthracite-anthracite-s99323925/,No,Maja Ganszyniec,,104.0,70.0
508,19020480,BILLY / MORLIDEN,Bookcases & shelving units,695.0,No old price,True,https://www.ikea.com/sa/en/p/billy-morliden-bookcase-black-brown-s19020480/,Yes,Gillis Lundgren/IKEA of Sweden,30.0,202.0,80.0
875,89249403,HÄLLAN,Cabinets & cupboards,700.0,No old price,True,https://www.ikea.com/sa/en/p/haellan-storage-combination-with-doors-white-s89249403/,No,Jon Karlsson,47.0,167.0,45.0
360,69285939,HYLLIS,Bookcases & shelving units,51.0,No old price,True,https://www.ikea.com/sa/en/p/hyllis-shelving-unit-with-cover-transparent-s69285939/,No,IKEA of Sweden,27.0,74.0,60.0
126,9186126,HEMNES,Beds,2185.0,No old price,True,https://www.ikea.com/sa/en/p/hemnes-day-bed-w-3-drawers-2-mattresses-white-husvika-firm-s09186126/,Yes,Carina Bengs/IKEA of Sweden,70.0,18.0,89.0
160,19326428,SLÄKT,Beds,520.0,No old price,False,https://www.ikea.com/sa/en/p/slaekt-ext-bed-frame-with-slatted-bed-base-white-s19326428/,No,Ebba Strandmark/IKEA of Sweden,,,91.0
46,30308395,RÅSKOG,Bar furniture,175.0,No old price,True,https://www.ikea.com/sa/en/p/raskog-bar-stool-beige-30308395/,No,Nike Karlsson,44.0,63.0,44.0
67,19175957,MALM,Beds,920.0,No old price,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-w-2-storage-boxes-white-s19175957/,Yes,IKEA of Sweden/Eva Lilja Löwenhielm,59.0,15.0,196.0
496,323359,BILLY,Bookcases & shelving units,80.0,No old price,True,https://www.ikea.com/sa/en/p/billy-height-extension-unit-brown-ash-veneer-00323359/,Yes,IKEA of Sweden,28.0,35.0,40.0
42,89297272,NORRÅKER / NORRARYD,Bar furniture,1266.0,"SR 1,385",True,https://www.ikea.com/sa/en/p/norraker-norraryd-bar-table-and-2-bar-stools-birch-black-s89297272/,No,Nike Karlsson/J Karlsson/N Karlsson,,,
500,39272641,BROR,Bookcases & shelving units,345.0,No old price,True,https://www.ikea.com/sa/en/p/bror-shelving-unit-black-s39272641/,No,IKEA of Sweden,40.0,110.0,65.0
402,70245952,BESTÅ,Bookcases & shelving units,170.0,No old price,True,https://www.ikea.com/sa/en/p/besta-frame-black-brown-70245952/,Yes,IKEA of Sweden,40.0,38.0,120.0
1064,99161598,LIXHULT,Cabinets & cupboards,287.0,No old price,True,https://www.ikea.com/sa/en/p/lixhult-storage-combination-orange-white-s99161598/,No,Jon Karlsson,35.0,35.0,95.0
1036,50342478,HACKÅS,Cabinets & cupboards,50.0,No old price,False,https://www.ikea.com/sa/en/p/hackas-handle-anthracite-50342478/,No,J Löfgren/J Pettersson,18.0,,24.0
638,19191896,BESTÅ,Bookcases & shelving units,2930.0,No old price,True,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-black-brown-selsviken-high-gloss-black-smoked-glass-s19191896/,Yes,IKEA of Sweden,,211.0,300.0
1158,50463502,SAKARIAS,Chairs,50.0,No old price,True,https://www.ikea.com/sa/en/p/sakarias-stool-cover-sporda-dark-grey-50463502/,No,IKEA of Sweden,,,
305,30263844,BILLY,Bookcases & shelving units,115.0,No old price,True,https://www.ikea.com/sa/en/p/billy-bookcase-white-30263844/,Yes,Gillis Lundgren,28.0,106.0,80.0
54,40395245,NEIDEN,Beds,99.0,No old price,True,https://www.ikea.com/sa/en/p/neiden-bed-frame-pine-40395245/,No,Jon Karlsson,,,94.0
128,102452,MYDAL,Beds,795.0,No old price,True,https://www.ikea.com/sa/en/p/mydal-bunk-bed-frame-pine-00102452/,No,IKEA of Sweden,,157.0,
63,69912770,TRYSIL,Beds,525.0,No old price,True,https://www.ikea.com/sa/en/p/trysil-bed-frame-white-light-grey-s69912770/,Yes,K Hagberg/M Hagberg/IKEA of Sweden,,,165.0
164,99211621,HEMNES,Beds,2085.0,No old price,True,https://www.ikea.com/sa/en/p/hemnes-day-bed-w-3-drawers-2-mattresses-grey-moshult-firm-s99211621/,Yes,IKEA of Sweden/Carina Bengs,,83.0,87.0
677,19221087,EKET,Bookcases & shelving units,1218.0,"SR 1,277",True,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-feet-white-light-grey-s19221087/,Yes,IKEA of Sweden/Jon Karlsson,35.0,212.0,140.0
1135,50058376,AGEN,Chairs,245.0,No old price,True,https://www.ikea.com/sa/en/p/agen-chair-rattan-bamboo-50058376/,No,IKEA of Sweden,56.0,79.0,58.0
166,69304829,MARKERAD,Beds,1092.0,"SR 1,590",True,https://www.ikea.com/sa/en/p/markerad-day-bed-s69304829/,No,IKEA of Sweden/Virgil Abloh,,,80.0
674,89248535,IVAR,Bookcases & shelving units,1085.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-3-sections-shelves-pine-s89248535/,No,IKEA of Sweden,50.0,226.0,259.0
445,80430204,HYLLIS,Bookcases & shelving units,25.0,No old price,True,https://www.ikea.com/sa/en/p/hyllis-cover-transparent-in-outdoor-80430204/,No,IKEA of Sweden,,140.0,60.0
112,19009562,MALM,Beds,545.0,No old price,True,https://www.ikea.com/sa/en/p/malm-bed-frame-high-white-luroey-s19009562/,Yes,IKEA of Sweden/Eva Lilja Löwenhielm,,,105.0
606,59203128,BESTÅ,Bookcases & shelving units,1824.5,"SR 1,865",True,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-white-lappviken-light-grey-clear-glass-s59203128/,Yes,IKEA of Sweden,40.0,192.0,180.0
436,338412,BAGGANÄS,Bookcases & shelving units,27.0,No old price,True,https://www.ikea.com/sa/en/p/bagganaes-knob-brass-colour-00338412/,Yes,H Preutz/A Fredriksson,24.0,,21.0
760,89287683,IVAR,Bookcases & shelving units,428.0,No old price,True,https://www.ikea.com/sa/en/p/ivar-shelving-unit-with-clothes-rail-s89287683/,No,IKEA of Sweden,50.0,226.0,89.0
648,69294566,VITTSJÖ,Bookcases & shelving units,1035.0,No old price,True,https://www.ikea.com/sa/en/p/vittsjoe-tv-storage-combination-black-brown-glass-s69294566/,No,Johan Kroon,36.0,175.0,300.0
1148,60308676,BLECKBERGET,Chairs,250.0,No old price,True,https://www.ikea.com/sa/en/p/bleckberget-swivel-chair-idekulla-beige-60308676/,Yes,Francis Cayouette,68.0,,68.0
